Curs,Codi centre,Denominació completa,"Codi naturalesa (1,2)",Nom naturalesa,Codi titularitat,Nom titularitat,Codi delegació,Nom delegació,Codi comarca,Nom comarca,Codi municipi_5,Nom municipi,Codi ensenyament,Nom ensenyament,Torn,Nivell,Nombre grups,Nombre places,Places ofertades a la preinscripció
2023/2024,08014115,Institut Ferran Tallada,1,Públic,04,Corporacions Locals,0108,Consorci d'Educació de Barcelona,13,Barcelonès,08019,Barcelona,CFPS    SCE0,Mediació comunicativa,Tarda,1,1,33,31
2023/2024,08014115,Institut Ferran Tallada,1,Públic,04,Corporacions Locals,0108,Consorci d'Educació de Barcelona,13,Barcelonès,08019,Barcelona,CFPS    SCC0,Integració social,Tarda,2,1,33,4
2023/2024,08014115,Institut Ferran Tallada,1,Públic,04,Corporacions Locals,0108,Consorci d'Educació de Barcelona,13,Barcelonès,08019,Barcelona,CFPS    SCC0,Integració social,Tarda,1,1,33,32
2023/2024,08014115,Institut Ferran Tallada,1,Públic,04,Corporacions Locals,0108,Consorci d'Educació de Barcelona,13,Barcelonès,08019,Barcelona,CFPS    SCC0,Integració social,Matí,2,2,66,8
2023/2024,08014115,Institut Ferran Tallada,1,Públic,04,Corporacions Locals,0108,Consorci d'Educació de Barcelona,13,Barcelonès,08019,Barcelona,CFPS    SCC0,Integració social,Matí,1,2,66,63
2023/2024,08014115,Institut Ferran Tallada,1,Públic,04,Corporacions Locals,0108,Consorci d'Educació de Barcelona,13,Barcelonès,08019,Barcelona,CFPS    SCB0,Educació infantil,Tarda,2,1,33,0
2023/2024,08014115,Institut Ferran Tallada,1,Públic,04,Corporacions Locals,0108,Consorci d'Educació de Barcelona,13,Barcelonès,08019,Barcelona,CFPS    SCB0,Educació infantil,Tarda,1,1,33,32
2023/2024,08014115,Institut Ferran Tallada,1,Públic,04,Corporacions Locals,0108,Consorci d'Educació de Barcelona,13,Barcelonès,08019,Barcelona,CFPS    SCB0,Educació infantil,Matí,2,1,33,6
2023/2024,08014115,Institut Ferran Tallada,1,Públic,04,Corporacions Locals,0108,Consorci d'Educació de Barcelona,13,Barcelonès,08019,Barcelona,CFPS    SCB0,Educació infantil,Matí,1,1,33,28
2023/2024,08014115,Institut Ferran Tallada,1,Públic,04,Corporacions Locals,0108,Consorci d'Educació de Barcelona,13,Barcelonès,08019,Barcelona,CFPS    AEA0,Ensenyament i animació socioesportiva,Matí,2,1,33,17
2023/2024,08014115,Institut Ferran Tallada,1,Públic,04,Corporacions Locals,0108,Consorci d'Educació de Barcelona,13,Barcelonès,08019,Barcelona,CFPS    AEA0,Ensenyament i animació socioesportiva,Matí,1,1,33,32
2023/2024,08013767,Prat,2,Privat,26,Societats Mercantils,0108,Consorci d'Educació de Barcelona,13,Barcelonès,08019,Barcelona,CFPS    ICB0,Desenvolupament d'aplicacions multiplataforma,Tarda,2,1,33,9
2023/2024,08013767,Prat,2,Privat,26,Societats Mercantils,0108,Consorci d'Educació de Barcelona,13,Barcelonès,08019,Barcelona,CFPS    ICB0,Desenvolupament d'aplicacions multiplataforma,Matí,1,1,33,33
2023/2024,08013767,Prat,2,Privat,26,Societats Mercantils,0108,Consorci d'Educació de Barcelona,13,Barcelonès,08019,Barcelona,CFPS    CMD0,Màrqueting i publicitat,Tarda,2,2,66,30
2023/2024,08013767,Prat,2,Privat,26,Societats Mercantils,0108,Consorci d'Educació de Barcelona,13,Barcelonès,08019,Barcelona,CFPS    CMD0,Màrqueting i publicitat,Matí,1,2,66,65
2023/2024,08013767,Prat,2,Privat,26,Societats Mercantils,0108,Consorci d'Educació de Barcelona,13,Barcelonès,08019,Barcelona,CFPS    CMC0,Transport i logística,Tarda,2,1,33,6
2023/2024,08013767,Prat,2,Privat,26,Societats Mercantils,0108,Consorci d'Educació de Barcelona,13,Barcelonès,08019,Barcelona,CFPS    CMC0,Transport i logística,Matí,1,1,33,33
2023/2024,08013767,Prat,2,Privat,26,Societats Mercantils,0108,Consorci d'Educació de Barcelona,13,Barcelonès,08019,Barcelona,CFPS    CMB0,Comerç internacional,Tarda,2,1,33,15
2023/2024,08013767,Prat,2,Privat,26,Societats Mercantils,0108,Consorci d'Educació de Barcelona,13,Barcelonès,08019,Barcelona,CFPS    CMB0,Comerç internacional,Matí,1,1,33,29
2023/2024,08013767,Prat,2,Privat,26,Societats Mercantils,0108,Consorci d'Educació de Barcelona,13,Barcelonès,08019,Barcelona,CFPS    AGB0,Administració i finances,Tarda,2,1,33,9
2023/2024,08013767,Prat,2,Privat,26,Societats Mercantils,0108,Consorci d'Educació de Barcelona,13,Barcelonès,08019,Barcelona,CFPS    AGB0,Administració i finances,Matí,1,1,33,31
2023/2024,08013640,Joan Pelegrí,2,Privat,22,Fundacions,0108,Consorci d'Educació de Barcelona,13,Barcelonès,08019,Barcelona,CFPS    QUD0,Laboratori d'anàlisi i control de qualitat,Tarda,2,1,33,9
2023/2024,08013640,Joan Pelegrí,2,Privat,22,Fundacions,0108,Consorci d'Educació de Barcelona,13,Barcelonès,08019,Barcelona,CFPS    QUD0,Laboratori d'anàlisi i control de qualitat,Tarda,1,1,33,33
2023/2024,08013469,Institut Rambla Prim,1,Públic,01,Departament d'Educació,0108,Consorci d'Educació de Barcelona,13,Barcelonès,08019,Barcelona,CFPS    SMA0,Educació i control ambiental,Tarda,2,1,33,6
2023/2024,08013469,Institut Rambla Prim,1,Públic,01,Departament d'Educació,0108,Consorci d'Educació de Barcelona,13,Barcelonès,08019,Barcelona,CFPS    SMA0,Educació i control ambiental,Matí,1,1,33,31
2023/2024,08013469,Institut Rambla Prim,1,Públic,01,Departament d'Educació,0108,Consorci d'Educació de Barcelona,13,Barcelonès,08019,Barcelona,CFPS    EEE0,Electromedicina clínica,Tarda,2,1,33,12
2023/2024,08013469,Institut Rambla Prim,1,Públic,01,Departament d'Educació,0108,Consorci d'Educació de Barcelona,13,Barcelonès,08019,Barcelona,CFPS    EEE0,Electromedicina clínica,Matí,1,1,33,31
2023/2024,08013469,Institut Rambla Prim,1,Públic,01,Departament d'Educació,0108,Consorci d'Educació de Barcelona,13,Barcelonès,08019,Barcelona,CFPS    EEB0,Automatització i robòtica industrial,Tarda,2,1,33,10
2023/2024,08013469,Institut Rambla Prim,1,Públic,01,Departament d'Educació,0108,Consorci d'Educació de Barcelona,13,Barcelonès,08019,Barcelona,CFPS    EEB0,Automatització i robòtica industrial,Tarda,1,1,33,32
2023/2024,08013469,Institut Rambla Prim,1,Públic,01,Departament d'Educació,0108,Consorci d'Educació de Barcelona,13,Barcelonès,08019,Barcelona,CFPS    EEA0,Sistemes electrotècnics i automatitzats,Matí,2,1,33,5
2023/2024,08013469,Institut Rambla Prim,1,Públic,01,Departament d'Educació,0108,Consorci d'Educació de Barcelona,13,Barcelonès,08019,Barcelona,CFPS    EEA0,Sistemes electrotècnics i automatitzats,Matí,1,1,33,30
2023/2024,08013469,Institut Rambla Prim,1,Públic,01,Departament d'Educació,0108,Consorci d'Educació de Barcelona,13,Barcelonès,08019,Barcelona,CFPS    EAC0,Energies renovables,Matí,1,1,33,33
2023/2024,08013469,Institut Rambla Prim,1,Públic,01,Departament d'Educació,0108,Consorci d'Educació de Barcelona,13,Barcelonès,08019,Barcelona,CFPS    AGB0,Administració i finances,Tarda,2,1,33,2
2023/2024,08013469,Institut Rambla Prim,1,Públic,01,Departament d'Educació,0108,Consorci d'Educació de Barcelona,13,Barcelonès,08019,Barcelona,CFPS    AGB0,Administració i finances,Tarda,1,1,33,31
2023/2024,08013275,Institut Escola del Treball,1,Públic,01,Departament d'Educació,0108,Consorci d'Educació de Barcelona,13,Barcelonès,08019,Barcelona,CFPS    QUD0,Laboratori d'anàlisi i control de qualitat,Tarda,2,1,30,3
2023/2024,08013275,Institut Escola del Treball,1,Públic,01,Departament d'Educació,0108,Consorci d'Educació de Barcelona,13,Barcelonès,08019,Barcelona,CFPS    QUD0,Laboratori d'anàlisi i control de qualitat,Matí,1,1,30,27
2023/2024,08013275,Institut Escola del Treball,1,Públic,01,Departament d'Educació,0108,Consorci d'Educació de Barcelona,13,Barcelonès,08019,Barcelona,CFPS    QUB0,"Fabricació de productes farmacèutics, biotecnològics i afins",Tarda,2,1,30,0
2023/2024,08013275,Institut Escola del Treball,1,Públic,01,Departament d'Educació,0108,Consorci d'Educació de Barcelona,13,Barcelonès,08019,Barcelona,CFPS    QUB0,"Fabricació de productes farmacèutics, biotecnològics i afins",Tarda,1,1,30,28
2023/2024,08013275,Institut Escola del Treball,1,Públic,01,Departament d'Educació,0108,Consorci d'Educació de Barcelona,13,Barcelonès,08019,Barcelona,CFPS    QUA0,Química industrial,Tarda,2,1,30,5
2023/2024,08013275,Institut Escola del Treball,1,Públic,01,Departament d'Educació,0108,Consorci d'Educació de Barcelona,13,Barcelonès,08019,Barcelona,CFPS    QUA0,Química industrial,Matí,1,1,30,27
2023/2024,08013275,Institut Escola del Treball,1,Públic,01,Departament d'Educació,0108,Consorci d'Educació de Barcelona,13,Barcelonès,08019,Barcelona,CFPS    IMC0,Mecatrònica industrial,Tarda,2,1,30,4
2023/2024,08013275,Institut Escola del Treball,1,Públic,01,Departament d'Educació,0108,Consorci d'Educació de Barcelona,13,Barcelonès,08019,Barcelona,CFPS    IMC0,Mecatrònica industrial,Matí,1,1,30,29
2023/2024,08013275,Institut Escola del Treball,1,Públic,01,Departament d'Educació,0108,Consorci d'Educació de Barcelona,13,Barcelonès,08019,Barcelona,CFPS    IMB0,Desenvolupament de projectes d'instal·lacions tèrmiques i de fluids,Tarda,2,1,33,23
2023/2024,08013275,Institut Escola del Treball,1,Públic,01,Departament d'Educació,0108,Consorci d'Educació de Barcelona,13,Barcelonès,08019,Barcelona,CFPS    IMB0,Desenvolupament de projectes d'instal·lacions tèrmiques i de fluids,Matí,1,1,33,28
2023/2024,08013275,Institut Escola del Treball,1,Públic,01,Departament d'Educació,0108,Consorci d'Educació de Barcelona,13,Barcelonès,08019,Barcelona,CFPS    IMA0,Manteniment d'instal·lacions tèrmiques i de fluids,Tarda,2,1,33,25
2023/2024,08013275,Institut Escola del Treball,1,Públic,01,Departament d'Educació,0108,Consorci d'Educació de Barcelona,13,Barcelonès,08019,Barcelona,CFPS    ICC0,Desenvolupament d'aplicacions web,Tarda,2,1,33,18
2023/2024,08013275,Institut Escola del Treball,1,Públic,01,Departament d'Educació,0108,Consorci d'Educació de Barcelona,13,Barcelonès,08019,Barcelona,CFPS    ICC0,Desenvolupament d'aplicacions web,Matí,1,1,33,22
2023/2024,08013275,Institut Escola del Treball,1,Públic,01,Departament d'Educació,0108,Consorci d'Educació de Barcelona,13,Barcelonès,08019,Barcelona,CFPS    ICB0,Desenvolupament d'aplicacions multiplataforma,Tarda,2,1,33,11
2023/2024,08013275,Institut Escola del Treball,1,Públic,01,Departament d'Educació,0108,Consorci d'Educació de Barcelona,13,Barcelonès,08019,Barcelona,CFPS    ICB0,Desenvolupament d'aplicacions multiplataforma,Tarda,1,1,33,20
2023/2024,08013275,Institut Escola del Treball,1,Públic,01,Departament d'Educació,0108,Consorci d'Educació de Barcelona,13,Barcelonès,08019,Barcelona,CFPS    ICA0,Administració de sistemes informàtics en xarxa,Matí,2,1,33,2
2023/2024,08013275,Institut Escola del Treball,1,Públic,01,Departament d'Educació,0108,Consorci d'Educació de Barcelona,13,Barcelonès,08019,Barcelona,CFPS    ICA0,Administració de sistemes informàtics en xarxa,Matí,1,1,33,30
2023/2024,08013275,Institut Escola del Treball,1,Públic,01,Departament d'Educació,0108,Consorci d'Educació de Barcelona,13,Barcelonès,08019,Barcelona,CFPS    FSA0,Disseny i moblament,Tarda,2,1,33,11
2023/2024,08013275,Institut Escola del Treball,1,Públic,01,Departament d'Educació,0108,Consorci d'Educació de Barcelona,13,Barcelonès,08019,Barcelona,CFPS    FSA0,Disseny i moblament,Matí,1,1,30,29
2023/2024,08013275,Institut Escola del Treball,1,Públic,01,Departament d'Educació,0108,Consorci d'Educació de Barcelona,13,Barcelonès,08019,Barcelona,CFPS    FMC0,Disseny en fabricació mecànica,Tarda,2,1,33,19
2023/2024,08013275,Institut Escola del Treball,1,Públic,01,Departament d'Educació,0108,Consorci d'Educació de Barcelona,13,Barcelonès,08019,Barcelona,CFPS    FMC0,Disseny en fabricació mecànica,Tarda,1,1,33,31
2023/2024,08013275,Institut Escola del Treball,1,Públic,01,Departament d'Educació,0108,Consorci d'Educació de Barcelona,13,Barcelonès,08019,Barcelona,CFPS    FMB0,Programació de la producció en fabricació mecànica,Tarda,2,1,33,16
2023/2024,08013275,Institut Escola del Treball,1,Públic,01,Departament d'Educació,0108,Consorci d'Educació de Barcelona,13,Barcelonès,08019,Barcelona,CFPS    FMB0,Programació de la producció en fabricació mecànica,Tarda,1,1,33,33
2023/2024,08013275,Institut Escola del Treball,1,Públic,01,Departament d'Educació,0108,Consorci d'Educació de Barcelona,13,Barcelonès,08019,Barcelona,CFPS    FMA0,Construccions metàl·liques,Tarda,2,1,33,6
2023/2024,08013275,Institut Escola del Treball,1,Públic,01,Departament d'Educació,0108,Consorci d'Educació de Barcelona,13,Barcelonès,08019,Barcelona,CFPS    FMA0,Construccions metàl·liques,Tarda,1,1,33,33
2023/2024,08013275,Institut Escola del Treball,1,Públic,01,Departament d'Educació,0108,Consorci d'Educació de Barcelona,13,Barcelonès,08019,Barcelona,CFPS    EOC0,Organització i Control d'Obres de Construcció,Tarda,2,5,17,6
2023/2024,08013275,Institut Escola del Treball,1,Públic,01,Departament d'Educació,0108,Consorci d'Educació de Barcelona,13,Barcelonès,08019,Barcelona,CFPS    EOC0,Organització i Control d'Obres de Construcció,Tarda,1,5,17,17
2023/2024,08013275,Institut Escola del Treball,1,Públic,01,Departament d'Educació,0108,Consorci d'Educació de Barcelona,13,Barcelonès,08019,Barcelona,CFPS    EOB1,Projectes d'edificació (rehabilitació i restauració),Tarda,2,1,33,11
2023/2024,08013275,Institut Escola del Treball,1,Públic,01,Departament d'Educació,0108,Consorci d'Educació de Barcelona,13,Barcelonès,08019,Barcelona,CFPS    EOB1,Projectes d'edificació (rehabilitació i restauració),Tarda,1,1,33,33
2023/2024,08013275,Institut Escola del Treball,1,Públic,01,Departament d'Educació,0108,Consorci d'Educació de Barcelona,13,Barcelonès,08019,Barcelona,CFPS    EOB0,Projectes d'edificació,Matí,2,1,33,3
2023/2024,08013275,Institut Escola del Treball,1,Públic,01,Departament d'Educació,0108,Consorci d'Educació de Barcelona,13,Barcelonès,08019,Barcelona,CFPS    EOB0,Projectes d'edificació,Matí,1,1,33,33
2023/2024,08013275,Institut Escola del Treball,1,Públic,01,Departament d'Educació,0108,Consorci d'Educació de Barcelona,13,Barcelonès,08019,Barcelona,CFPS    EOA0,Projectes d'obra civil,Tarda,2,1,33,15
2023/2024,08013275,Institut Escola del Treball,1,Públic,01,Departament d'Educació,0108,Consorci d'Educació de Barcelona,13,Barcelonès,08019,Barcelona,CFPS    EOA0,Projectes d'obra civil,Matí,1,1,33,30
2023/2024,08013275,Institut Escola del Treball,1,Públic,01,Departament d'Educació,0108,Consorci d'Educació de Barcelona,13,Barcelonès,08019,Barcelona,CFPS    EED0,Sistemes de telecomunicacions i informàtics,Tarda,2,1,33,12
2023/2024,08013275,Institut Escola del Treball,1,Públic,01,Departament d'Educació,0108,Consorci d'Educació de Barcelona,13,Barcelonès,08019,Barcelona,CFPS    EED0,Sistemes de telecomunicacions i informàtics,Matí,1,1,33,32
2023/2024,08013275,Institut Escola del Treball,1,Públic,01,Departament d'Educació,0108,Consorci d'Educació de Barcelona,13,Barcelonès,08019,Barcelona,CFPS    EEC0,Manteniment electrònic,Tarda,2,1,33,3
2023/2024,08013275,Institut Escola del Treball,1,Públic,01,Departament d'Educació,0108,Consorci d'Educació de Barcelona,13,Barcelonès,08019,Barcelona,CFPS    EEC0,Manteniment electrònic,Matí,1,1,33,30
2023/2024,08013275,Institut Escola del Treball,1,Públic,01,Departament d'Educació,0108,Consorci d'Educació de Barcelona,13,Barcelonès,08019,Barcelona,CFPS    EEB0,Automatització i robòtica industrial,Tarda,2,2,60,22
2023/2024,08013275,Institut Escola del Treball,1,Públic,01,Departament d'Educació,0108,Consorci d'Educació de Barcelona,13,Barcelonès,08019,Barcelona,CFPS    EEB0,Automatització i robòtica industrial,Tarda,1,1,30,28
2023/2024,08013275,Institut Escola del Treball,1,Públic,01,Departament d'Educació,0108,Consorci d'Educació de Barcelona,13,Barcelonès,08019,Barcelona,CFPS    EEB0,Automatització i robòtica industrial,Matí,1,1,30,28
2023/2024,08013275,Institut Escola del Treball,1,Públic,01,Departament d'Educació,0108,Consorci d'Educació de Barcelona,13,Barcelonès,08019,Barcelona,CFPS    EEA0,Sistemes electrotècnics i automatitzats,Tarda,2,1,33,8
2023/2024,08013275,Institut Escola del Treball,1,Públic,01,Departament d'Educació,0108,Consorci d'Educació de Barcelona,13,Barcelonès,08019,Barcelona,CFPS    EEA0,Sistemes electrotècnics i automatitzats,Matí,1,1,33,30
2023/2024,08013275,Institut Escola del Treball,1,Públic,01,Departament d'Educació,0108,Consorci d'Educació de Barcelona,13,Barcelonès,08019,Barcelona,CFPS    EAC0,Energies renovables,Tarda,2,1,33,6
2023/2024,08013275,Institut Escola del Treball,1,Públic,01,Departament d'Educació,0108,Consorci d'Educació de Barcelona,13,Barcelonès,08019,Barcelona,CFPS    EAC0,Energies renovables,Tarda,1,1,33,33
2023/2024,08013275,Institut Escola del Treball,1,Públic,01,Departament d'Educació,0108,Consorci d'Educació de Barcelona,13,Barcelonès,08019,Barcelona,CFPS    EAA0,Eficiència energètica i energia solar tèrmica,Tarda,2,1,33,13
2023/2024,08013275,Institut Escola del Treball,1,Públic,01,Departament d'Educació,0108,Consorci d'Educació de Barcelona,13,Barcelonès,08019,Barcelona,CFPS    EAA0,Eficiència energètica i energia solar tèrmica,Tarda,1,1,33,29
2023/2024,08013275,Institut Escola del Treball,1,Públic,01,Departament d'Educació,0108,Consorci d'Educació de Barcelona,13,Barcelonès,08019,Barcelona,CFPS    AGB1,Administració i finances (gestor d'assegurances),Tarda,2,1,33,4
2023/2024,08013275,Institut Escola del Treball,1,Públic,01,Departament d'Educació,0108,Consorci d'Educació de Barcelona,13,Barcelonès,08019,Barcelona,CFPS    AGB1,Administració i finances (gestor d'assegurances),Matí,1,1,33,31
2023/2024,08013275,Institut Escola del Treball,1,Públic,01,Departament d'Educació,0108,Consorci d'Educació de Barcelona,13,Barcelonès,08019,Barcelona,CFPS    AGB0,Administració i finances,Tarda,2,2,66,23
2023/2024,08013275,Institut Escola del Treball,1,Públic,01,Departament d'Educació,0108,Consorci d'Educació de Barcelona,13,Barcelonès,08019,Barcelona,CFPS    AGB0,Administració i finances,Tarda,1,1,33,32
2023/2024,08013275,Institut Escola del Treball,1,Públic,01,Departament d'Educació,0108,Consorci d'Educació de Barcelona,13,Barcelonès,08019,Barcelona,CFPS    AGB0,Administració i finances,Matí,1,1,33,29
2023/2024,08013275,Institut Escola del Treball,1,Públic,01,Departament d'Educació,0108,Consorci d'Educació de Barcelona,13,Barcelonès,08019,Barcelona,CFPS    AGA0,Assistència a la direcció,Tarda,2,1,33,13
2023/2024,08013275,Institut Escola del Treball,1,Públic,01,Departament d'Educació,0108,Consorci d'Educació de Barcelona,13,Barcelonès,08019,Barcelona,CFPS    AGA0,Assistència a la direcció,Matí,1,1,33,29
2023/2024,08013275,Institut Escola del Treball,1,Públic,01,Departament d'Educació,0108,Consorci d'Educació de Barcelona,13,Barcelonès,08019,Barcelona,CFPS    AFB0,Disseny i gestió de la producció gràfica,Tarda,2,1,33,7
2023/2024,08013275,Institut Escola del Treball,1,Públic,01,Departament d'Educació,0108,Consorci d'Educació de Barcelona,13,Barcelonès,08019,Barcelona,CFPS    AFB0,Disseny i gestió de la producció gràfica,Tarda,1,1,33,30
2023/2024,08013275,Institut Escola del Treball,1,Públic,01,Departament d'Educació,0108,Consorci d'Educació de Barcelona,13,Barcelonès,08019,Barcelona,CFPS    AFA0,Disseny i edició de publicacions impreses i multimèdia,Tarda,2,1,33,7
2023/2024,08013275,Institut Escola del Treball,1,Públic,01,Departament d'Educació,0108,Consorci d'Educació de Barcelona,13,Barcelonès,08019,Barcelona,CFPS    AFA0,Disseny i edició de publicacions impreses i multimèdia,Tarda,1,1,33,28
2023/2024,43006101,Institut Montsià,1,Públic,01,Departament d'Educació,0243,Terres de l'Ebre,22,Montsià,43014,Amposta,CFPM    AG10,Gestió administrativa,Matí,1,1,30,22
2023/2024,08013135,Institut Moisès Broggi,1,Públic,01,Departament d'Educació,0108,Consorci d'Educació de Barcelona,13,Barcelonès,08019,Barcelona,CFPS    SAI0,Imatge per al diagnòstic i medicina nuclear,Tarda,2,1,33,0
2023/2024,08013135,Institut Moisès Broggi,1,Públic,01,Departament d'Educació,0108,Consorci d'Educació de Barcelona,13,Barcelonès,08019,Barcelona,CFPS    SAI0,Imatge per al diagnòstic i medicina nuclear,Tarda,1,1,33,32
2023/2024,08012714,Institut Anna Gironella de Mundet,1,Públic,04,Corporacions Locals,0108,Consorci d'Educació de Barcelona,13,Barcelonès,08019,Barcelona,CFPS    TXE0,Patronatge i moda,Tarda,2,1,33,0
2023/2024,08012714,Institut Anna Gironella de Mundet,1,Públic,04,Corporacions Locals,0108,Consorci d'Educació de Barcelona,13,Barcelonès,08019,Barcelona,CFPS    TXE0,Patronatge i moda,Tarda,1,1,33,28
2023/2024,08012714,Institut Anna Gironella de Mundet,1,Públic,04,Corporacions Locals,0108,Consorci d'Educació de Barcelona,13,Barcelonès,08019,Barcelona,CFPS    TXE0,Patronatge i moda,Matí,2,1,33,0
2023/2024,08012714,Institut Anna Gironella de Mundet,1,Públic,04,Corporacions Locals,0108,Consorci d'Educació de Barcelona,13,Barcelonès,08019,Barcelona,CFPS    TXE0,Patronatge i moda,Matí,1,1,33,30
2023/2024,08012714,Institut Anna Gironella de Mundet,1,Públic,04,Corporacions Locals,0108,Consorci d'Educació de Barcelona,13,Barcelonès,08019,Barcelona,CFPS    TXB0,Vestuari a mida i per a espectacles,Tarda,2,1,33,0
2023/2024,08012714,Institut Anna Gironella de Mundet,1,Públic,04,Corporacions Locals,0108,Consorci d'Educació de Barcelona,13,Barcelonès,08019,Barcelona,CFPS    TXB0,Vestuari a mida i per a espectacles,Tarda,1,1,33,26
2023/2024,08012714,Institut Anna Gironella de Mundet,1,Públic,04,Corporacions Locals,0108,Consorci d'Educació de Barcelona,13,Barcelonès,08019,Barcelona,CFPS    IMC0,Mecatrònica industrial,Tarda,2,1,33,12
2023/2024,08012714,Institut Anna Gironella de Mundet,1,Públic,04,Corporacions Locals,0108,Consorci d'Educació de Barcelona,13,Barcelonès,08019,Barcelona,CFPS    IMC0,Mecatrònica industrial,Tarda,1,1,33,29
2023/2024,08012714,Institut Anna Gironella de Mundet,1,Públic,04,Corporacions Locals,0108,Consorci d'Educació de Barcelona,13,Barcelonès,08019,Barcelona,CFPS    EED0,Sistemes de telecomunicacions i informàtics,Tarda,2,1,33,15
2023/2024,08012714,Institut Anna Gironella de Mundet,1,Públic,04,Corporacions Locals,0108,Consorci d'Educació de Barcelona,13,Barcelonès,08019,Barcelona,CFPS    EED0,Sistemes de telecomunicacions i informàtics,Matí,1,1,33,31
2023/2024,08012714,Institut Anna Gironella de Mundet,1,Públic,04,Corporacions Locals,0108,Consorci d'Educació de Barcelona,13,Barcelonès,08019,Barcelona,CFPS    EEB0,Automatització i robòtica industrial,Tarda,2,1,33,14
2023/2024,08012714,Institut Anna Gironella de Mundet,1,Públic,04,Corporacions Locals,0108,Consorci d'Educació de Barcelona,13,Barcelonès,08019,Barcelona,CFPS    EEB0,Automatització i robòtica industrial,Tarda,1,1,33,30
2023/2024,08012714,Institut Anna Gironella de Mundet,1,Públic,04,Corporacions Locals,0108,Consorci d'Educació de Barcelona,13,Barcelonès,08019,Barcelona,CFPS    EEA0,Sistemes electrotècnics i automatitzats,Tarda,2,1,33,16
2023/2024,08012714,Institut Anna Gironella de Mundet,1,Públic,04,Corporacions Locals,0108,Consorci d'Educació de Barcelona,13,Barcelonès,08019,Barcelona,CFPS    EEA0,Sistemes electrotècnics i automatitzats,Matí,1,1,33,29
2023/2024,08010468,Palcam,2,Privat,26,Societats Mercantils,0108,Consorci d'Educació de Barcelona,13,Barcelonès,08019,Barcelona,CFPS    AGB0,Administració i finances,Matí i tarda,2,1,33,3
2023/2024,08010468,Palcam,2,Privat,26,Societats Mercantils,0108,Consorci d'Educació de Barcelona,13,Barcelonès,08019,Barcelona,CFPS    AGB0,Administració i finances,Matí i tarda,1,1,33,33
2023/2024,08009260,Jesuïtes Clot - El Clot,2,Privat,22,Fundacions,0108,Consorci d'Educació de Barcelona,13,Barcelonès,08019,Barcelona,CFPS    TMA0,Automoció,Tarda,2,1,33,13
2023/2024,08009260,Jesuïtes Clot - El Clot,2,Privat,22,Fundacions,0108,Consorci d'Educació de Barcelona,13,Barcelonès,08019,Barcelona,CFPS    TMA0,Automoció,Tarda,1,1,33,29
2023/2024,08009260,Jesuïtes Clot - El Clot,2,Privat,22,Fundacions,0108,Consorci d'Educació de Barcelona,13,Barcelonès,08019,Barcelona,CFPS    SAG0,Audiologia protètica,Tarda,2,1,33,10
2023/2024,08009260,Jesuïtes Clot - El Clot,2,Privat,22,Fundacions,0108,Consorci d'Educació de Barcelona,13,Barcelonès,08019,Barcelona,CFPS    SAG0,Audiologia protètica,Tarda,1,1,33,32
2023/2024,08009260,Jesuïtes Clot - El Clot,2,Privat,22,Fundacions,0108,Consorci d'Educació de Barcelona,13,Barcelonès,08019,Barcelona,CFPS    SAE0,Laboratori clínic i biomèdic,Tarda,2,2,66,3
2023/2024,08009260,Jesuïtes Clot - El Clot,2,Privat,22,Fundacions,0108,Consorci d'Educació de Barcelona,13,Barcelonès,08019,Barcelona,CFPS    SAE0,Laboratori clínic i biomèdic,Tarda,1,2,66,62
2023/2024,08009260,Jesuïtes Clot - El Clot,2,Privat,22,Fundacions,0108,Consorci d'Educació de Barcelona,13,Barcelonès,08019,Barcelona,CFPS    IMC0,Mecatrònica industrial,Tarda,2,1,33,3
2023/2024,08009260,Jesuïtes Clot - El Clot,2,Privat,22,Fundacions,0108,Consorci d'Educació de Barcelona,13,Barcelonès,08019,Barcelona,CFPS    IMC0,Mecatrònica industrial,Matí,1,1,33,28
2023/2024,08009260,Jesuïtes Clot - El Clot,2,Privat,22,Fundacions,0108,Consorci d'Educació de Barcelona,13,Barcelonès,08019,Barcelona,CFPS    IMA0,Manteniment d'instal·lacions tèrmiques i de fluids,Tarda,2,1,33,8
2023/2024,08009260,Jesuïtes Clot - El Clot,2,Privat,22,Fundacions,0108,Consorci d'Educació de Barcelona,13,Barcelonès,08019,Barcelona,CFPS    IMA0,Manteniment d'instal·lacions tèrmiques i de fluids,Tarda,1,1,33,29
2023/2024,08009260,Jesuïtes Clot - El Clot,2,Privat,22,Fundacions,0108,Consorci d'Educació de Barcelona,13,Barcelonès,08019,Barcelona,CFPS    ICC0,Desenvolupament d'aplicacions web,Tarda,2,1,33,5
2023/2024,08009260,Jesuïtes Clot - El Clot,2,Privat,22,Fundacions,0108,Consorci d'Educació de Barcelona,13,Barcelonès,08019,Barcelona,CFPS    ICC0,Desenvolupament d'aplicacions web,Tarda,1,1,33,28
2023/2024,08009260,Jesuïtes Clot - El Clot,2,Privat,22,Fundacions,0108,Consorci d'Educació de Barcelona,13,Barcelonès,08019,Barcelona,CFPS    ICB0,Desenvolupament d'aplicacions multiplataforma,Tarda,2,1,33,28
2023/2024,08009260,Jesuïtes Clot - El Clot,2,Privat,22,Fundacions,0108,Consorci d'Educació de Barcelona,13,Barcelonès,08019,Barcelona,CFPS    ICA0,Administració de sistemes informàtics en xarxa,Tarda,2,1,33,3
