Curs,Codi centre,Denominació completa,"Codi naturalesa (1,2)",Nom naturalesa,Codi titularitat,Nom titularitat,Codi delegació,Nom delegació,Codi comarca,Nom comarca,Codi municipi_5,Nom municipi,Codi ensenyament,Nom ensenyament,Torn,Nivell,Nombre grups,Nombre places,Places ofertades a la preinscripció
2023/2024,08042342,Institut de Badia del Vallès,1,Públic,01,Departament d'Educació,0408,Vallès Occidental,40,Vallès Occidental,08904,Badia del Vallès,CFPS    ICA1,Administració de sistemes informàtics en xarxa (ciberseguretat),Tarda,2,1,30,1
2023/2024,08042342,Institut de Badia del Vallès,1,Públic,01,Departament d'Educació,0408,Vallès Occidental,40,Vallès Occidental,08904,Badia del Vallès,CFPS    ICA1,Administració de sistemes informàtics en xarxa (ciberseguretat),Tarda,1,1,33,27
2023/2024,08042342,Institut de Badia del Vallès,1,Públic,01,Departament d'Educació,0408,Vallès Occidental,40,Vallès Occidental,08904,Badia del Vallès,CFPS    EEA0,Sistemes electrotècnics i automatitzats,Tarda,2,1,30,15
2023/2024,08042342,Institut de Badia del Vallès,1,Públic,01,Departament d'Educació,0408,Vallès Occidental,40,Vallès Occidental,08904,Badia del Vallès,CFPS    EEA0,Sistemes electrotècnics i automatitzats,Tarda,1,1,33,32
2023/2024,08042342,Institut de Badia del Vallès,1,Públic,01,Departament d'Educació,0408,Vallès Occidental,40,Vallès Occidental,08904,Badia del Vallès,CFPS    AGB0,Administració i finances,Tarda,2,1,30,7
2023/2024,08042342,Institut de Badia del Vallès,1,Públic,01,Departament d'Educació,0408,Vallès Occidental,40,Vallès Occidental,08904,Badia del Vallès,CFPS    AGB0,Administració i finances,Tarda,1,1,33,31
2023/2024,08042342,Institut de Badia del Vallès,1,Públic,01,Departament d'Educació,0408,Vallès Occidental,40,Vallès Occidental,08904,Badia del Vallès,CFPS    AGA0,Assistència a la direcció,Tarda,2,1,30,17
2023/2024,08042342,Institut de Badia del Vallès,1,Públic,01,Departament d'Educació,0408,Vallès Occidental,40,Vallès Occidental,08904,Badia del Vallès,CFPS    AGA0,Assistència a la direcció,Tarda,1,1,33,33
2023/2024,08042342,Institut de Badia del Vallès,1,Públic,01,Departament d'Educació,0408,Vallès Occidental,40,Vallès Occidental,08904,Badia del Vallès,CFPS    AEB0,Condicionament físic,Matí,1,1,33,33
2023/2024,08042101,Institut Manuel Vázquez Montalbán,1,Públic,01,Departament d'Educació,0208,Barcelona Comarques,13,Barcelonès,08194,Sant Adrià de Besòs,CFPS    ICC0,Desenvolupament d'aplicacions web,Tarda,2,1,33,19
2023/2024,08042101,Institut Manuel Vázquez Montalbán,1,Públic,01,Departament d'Educació,0208,Barcelona Comarques,13,Barcelonès,08194,Sant Adrià de Besòs,CFPS    ICC0,Desenvolupament d'aplicacions web,Matí,1,1,33,30
2023/2024,08042101,Institut Manuel Vázquez Montalbán,1,Públic,01,Departament d'Educació,0208,Barcelona Comarques,13,Barcelonès,08194,Sant Adrià de Besòs,CFPS    ICA0,Administració de sistemes informàtics en xarxa,Tarda,2,1,33,16
2023/2024,08042101,Institut Manuel Vázquez Montalbán,1,Públic,01,Departament d'Educació,0208,Barcelona Comarques,13,Barcelonès,08194,Sant Adrià de Besòs,CFPS    ICA0,Administració de sistemes informàtics en xarxa,Matí,1,1,33,27
2023/2024,08042019,Institut Badalona VII,1,Públic,01,Departament d'Educació,0208,Barcelona Comarques,13,Barcelonès,08015,Badalona,CFPS    AGB0,Administració i finances,Tarda,2,1,33,6
2023/2024,08042019,Institut Badalona VII,1,Públic,01,Departament d'Educació,0208,Barcelona Comarques,13,Barcelonès,08015,Badalona,CFPS    AGB0,Administració i finances,Tarda,1,1,33,33
2023/2024,08041866,Institut El Calamot,1,Públic,01,Departament d'Educació,0308,Baix Llobregat,11,Baix Llobregat,08089,Gavà,CFPS    IMC0,Mecatrònica industrial,Tarda,2,1,30,9
2023/2024,08041866,Institut El Calamot,1,Públic,01,Departament d'Educació,0308,Baix Llobregat,11,Baix Llobregat,08089,Gavà,CFPS    IMC0,Mecatrònica industrial,Tarda,1,1,30,28
2023/2024,08041866,Institut El Calamot,1,Públic,01,Departament d'Educació,0308,Baix Llobregat,11,Baix Llobregat,08089,Gavà,CFPS    ICB0,Desenvolupament d'aplicacions multiplataforma,Tarda,2,1,30,9
2023/2024,08041866,Institut El Calamot,1,Públic,01,Departament d'Educació,0308,Baix Llobregat,11,Baix Llobregat,08089,Gavà,CFPS    ICB0,Desenvolupament d'aplicacions multiplataforma,Tarda,1,1,30,24
2023/2024,08041866,Institut El Calamot,1,Públic,01,Departament d'Educació,0308,Baix Llobregat,11,Baix Llobregat,08089,Gavà,CFPS    ICA1,Administració de sistemes informàtics en xarxa (ciberseguretat),Tarda,2,1,30,8
2023/2024,08041866,Institut El Calamot,1,Públic,01,Departament d'Educació,0308,Baix Llobregat,11,Baix Llobregat,08089,Gavà,CFPS    ICA1,Administració de sistemes informàtics en xarxa (ciberseguretat),Tarda,1,1,30,24
2023/2024,08041866,Institut El Calamot,1,Públic,01,Departament d'Educació,0308,Baix Llobregat,11,Baix Llobregat,08089,Gavà,CFPS    CMC0,Transport i logística,Tarda,2,1,33,19
2023/2024,08041866,Institut El Calamot,1,Públic,01,Departament d'Educació,0308,Baix Llobregat,11,Baix Llobregat,08089,Gavà,CFPS    CMC0,Transport i logística,Tarda,1,1,33,33
2023/2024,08041866,Institut El Calamot,1,Públic,01,Departament d'Educació,0308,Baix Llobregat,11,Baix Llobregat,08089,Gavà,CFPS    AGB0,Administració i finances,Tarda,2,1,33,0
2023/2024,08041866,Institut El Calamot,1,Públic,01,Departament d'Educació,0308,Baix Llobregat,11,Baix Llobregat,08089,Gavà,CFPS    AGB0,Administració i finances,Tarda,1,1,33,30
2023/2024,08041741,Ceir - Arco Aragó,2,Privat,26,Societats Mercantils,0108,Consorci d'Educació de Barcelona,13,Barcelonès,08019,Barcelona,CFPS    SCC0,Integració social,Tarda,2,1,33,15
2023/2024,08041741,Ceir - Arco Aragó,2,Privat,26,Societats Mercantils,0108,Consorci d'Educació de Barcelona,13,Barcelonès,08019,Barcelona,CFPS    SCC0,Integració social,Matí,2,1,33,14
2023/2024,08041741,Ceir - Arco Aragó,2,Privat,26,Societats Mercantils,0108,Consorci d'Educació de Barcelona,13,Barcelonès,08019,Barcelona,CFPS    SCC0,Integració social,Matí,1,1,33,33
2023/2024,08041741,Ceir - Arco Aragó,2,Privat,26,Societats Mercantils,0108,Consorci d'Educació de Barcelona,13,Barcelonès,08019,Barcelona,CFPS    SCB0,Educació infantil,Tarda,1,1,33,33
2023/2024,08041741,Ceir - Arco Aragó,2,Privat,26,Societats Mercantils,0108,Consorci d'Educació de Barcelona,13,Barcelonès,08019,Barcelona,CFPS    SCB0,Educació infantil,Matí,2,1,33,10
2023/2024,08041741,Ceir - Arco Aragó,2,Privat,26,Societats Mercantils,0108,Consorci d'Educació de Barcelona,13,Barcelonès,08019,Barcelona,CFPS    SCB0,Educació infantil,Matí,1,1,33,30
2023/2024,08041741,Ceir - Arco Aragó,2,Privat,26,Societats Mercantils,0108,Consorci d'Educació de Barcelona,13,Barcelonès,08019,Barcelona,CFPS    EEA0,Sistemes electrotècnics i automatitzats,Matí,2,1,33,15
2023/2024,08041741,Ceir - Arco Aragó,2,Privat,26,Societats Mercantils,0108,Consorci d'Educació de Barcelona,13,Barcelonès,08019,Barcelona,CFPS    EEA0,Sistemes electrotècnics i automatitzats,Matí,1,1,33,28
2023/2024,08041519,Institut Martí Dot,1,Públic,01,Departament d'Educació,0308,Baix Llobregat,11,Baix Llobregat,08211,Sant Feliu de Llobregat,CFPS    HTD0,Direcció de cuina,Matí i tarda,2,1,33,16
2023/2024,08041519,Institut Martí Dot,1,Públic,01,Departament d'Educació,0308,Baix Llobregat,11,Baix Llobregat,08211,Sant Feliu de Llobregat,CFPS    HTD0,Direcció de cuina,Matí i tarda,1,1,33,31
2023/2024,08040552,Institut Antoni Pous i Argila,1,Públic,01,Departament d'Educació,1060,Catalunya Central,24,Osona,08112,Manlleu,CFPS    SCC0,Integració social,Tarda,2,2,66,14
2023/2024,08040552,Institut Antoni Pous i Argila,1,Públic,01,Departament d'Educació,1060,Catalunya Central,24,Osona,08112,Manlleu,CFPS    SCC0,Integració social,Tarda,1,2,60,57
2023/2024,08040552,Institut Antoni Pous i Argila,1,Públic,01,Departament d'Educació,1060,Catalunya Central,24,Osona,08112,Manlleu,CFPS    SCB0,Educació infantil,Tarda,2,1,33,3
2023/2024,08040552,Institut Antoni Pous i Argila,1,Públic,01,Departament d'Educació,1060,Catalunya Central,24,Osona,08112,Manlleu,CFPS    SCB0,Educació infantil,Tarda,1,1,30,30
2023/2024,08040552,Institut Antoni Pous i Argila,1,Públic,01,Departament d'Educació,1060,Catalunya Central,24,Osona,08112,Manlleu,CFPS    AEA0,Ensenyament i animació socioesportiva,Matí,2,1,33,22
2023/2024,08040552,Institut Antoni Pous i Argila,1,Públic,01,Departament d'Educació,1060,Catalunya Central,24,Osona,08112,Manlleu,CFPS    AEA0,Ensenyament i animació socioesportiva,Matí,1,1,30,28
2023/2024,08039203,Institut Agustí Serra i Fontanet,1,Públic,01,Departament d'Educació,0408,Vallès Occidental,40,Vallès Occidental,08187,Sabadell,CFPS    EEB0,Automatització i robòtica industrial,Tarda,2,1,33,12
2023/2024,08039203,Institut Agustí Serra i Fontanet,1,Públic,01,Departament d'Educació,0408,Vallès Occidental,40,Vallès Occidental,08187,Sabadell,CFPS    EEB0,Automatització i robòtica industrial,Tarda,1,1,33,31
2023/2024,08039203,Institut Agustí Serra i Fontanet,1,Públic,01,Departament d'Educació,0408,Vallès Occidental,40,Vallès Occidental,08187,Sabadell,CFPS    EEB0,Automatització i robòtica industrial,Matí,2,1,33,8
2023/2024,08039203,Institut Agustí Serra i Fontanet,1,Públic,01,Departament d'Educació,0408,Vallès Occidental,40,Vallès Occidental,08187,Sabadell,CFPS    EEB0,Automatització i robòtica industrial,Matí,1,1,33,31
2023/2024,08039203,Institut Agustí Serra i Fontanet,1,Públic,01,Departament d'Educació,0408,Vallès Occidental,40,Vallès Occidental,08187,Sabadell,CFPS    CMD0,Màrqueting i publicitat,Tarda,1,1,33,33
2023/2024,08039203,Institut Agustí Serra i Fontanet,1,Públic,01,Departament d'Educació,0408,Vallès Occidental,40,Vallès Occidental,08187,Sabadell,CFPS    CMA0,Gestió de vendes i espais comercials,Tarda,2,1,33,14
2023/2024,08039203,Institut Agustí Serra i Fontanet,1,Públic,01,Departament d'Educació,0408,Vallès Occidental,40,Vallès Occidental,08187,Sabadell,CFPS    AGB0,Administració i finances,Tarda,2,1,33,0
2023/2024,08039203,Institut Agustí Serra i Fontanet,1,Públic,01,Departament d'Educació,0408,Vallès Occidental,40,Vallès Occidental,08187,Sabadell,CFPS    AGB0,Administració i finances,Tarda,1,1,33,31
2023/2024,08039203,Institut Agustí Serra i Fontanet,1,Públic,01,Departament d'Educació,0408,Vallès Occidental,40,Vallès Occidental,08187,Sabadell,CFPS    AFA0,Disseny i edició de publicacions impreses i multimèdia,Tarda,2,1,33,13
2023/2024,08039203,Institut Agustí Serra i Fontanet,1,Públic,01,Departament d'Educació,0408,Vallès Occidental,40,Vallès Occidental,08187,Sabadell,CFPS    AFA0,Disseny i edició de publicacions impreses i multimèdia,Matí,1,1,33,31
2023/2024,08039203,Institut Agustí Serra i Fontanet,1,Públic,01,Departament d'Educació,0408,Vallès Occidental,40,Vallès Occidental,08187,Sabadell,CFPS    AEB0,Condicionament físic,Matí,2,1,33,1
2023/2024,08039203,Institut Agustí Serra i Fontanet,1,Públic,01,Departament d'Educació,0408,Vallès Occidental,40,Vallès Occidental,08187,Sabadell,CFPS    AEB0,Condicionament físic,Matí,1,1,33,31
2023/2024,08039203,Institut Agustí Serra i Fontanet,1,Públic,01,Departament d'Educació,0408,Vallès Occidental,40,Vallès Occidental,08187,Sabadell,CFPS    AEA0,Ensenyament i animació socioesportiva,Matí,2,1,33,14
2023/2024,08039203,Institut Agustí Serra i Fontanet,1,Públic,01,Departament d'Educació,0408,Vallès Occidental,40,Vallès Occidental,08187,Sabadell,CFPS    AEA0,Ensenyament i animació socioesportiva,Matí,1,1,33,33
2023/2024,08038867,Jaume Balmes,2,Privat,21,Cooperatives,0208,Barcelona Comarques,13,Barcelonès,08101,L'Hospitalet de Llobregat,CFPS    IPA0,Assessoria d'imatge personal i corporativa,Matí i tarda,2,1,33,11
2023/2024,08038867,Jaume Balmes,2,Privat,21,Cooperatives,0208,Barcelona Comarques,13,Barcelonès,08101,L'Hospitalet de Llobregat,CFPS    IPA0,Assessoria d'imatge personal i corporativa,Matí i tarda,1,1,33,32
2023/2024,08038867,Jaume Balmes,2,Privat,21,Cooperatives,0208,Barcelona Comarques,13,Barcelonès,08101,L'Hospitalet de Llobregat,CFPS    CMD0,Màrqueting i publicitat,Matí i tarda,2,1,33,11
2023/2024,08038867,Jaume Balmes,2,Privat,21,Cooperatives,0208,Barcelona Comarques,13,Barcelonès,08101,L'Hospitalet de Llobregat,CFPS    CMD0,Màrqueting i publicitat,Matí i tarda,1,1,33,33
2023/2024,08038867,Jaume Balmes,2,Privat,21,Cooperatives,0208,Barcelona Comarques,13,Barcelonès,08101,L'Hospitalet de Llobregat,CFPS    AEA0,Ensenyament i animació socioesportiva,Matí i tarda,2,1,33,10
2023/2024,08038867,Jaume Balmes,2,Privat,21,Cooperatives,0208,Barcelona Comarques,13,Barcelonès,08101,L'Hospitalet de Llobregat,CFPS    AEA0,Ensenyament i animació socioesportiva,Matí i tarda,1,1,33,33
2023/2024,08038673,Dolmen,2,Privat,26,Societats Mercantils,0208,Barcelona Comarques,13,Barcelonès,08101,L'Hospitalet de Llobregat,CFPS    SCB0,Educació infantil,Matí i tarda,2,1,33,5
2023/2024,08038673,Dolmen,2,Privat,26,Societats Mercantils,0208,Barcelona Comarques,13,Barcelonès,08101,L'Hospitalet de Llobregat,CFPS    SCB0,Educació infantil,Matí i tarda,1,1,33,29
2023/2024,08038673,Dolmen,2,Privat,26,Societats Mercantils,0208,Barcelona Comarques,13,Barcelonès,08101,L'Hospitalet de Llobregat,CFPS    SAE0,Laboratori clínic i biomèdic,Matí i tarda,2,1,33,4
2023/2024,08038673,Dolmen,2,Privat,26,Societats Mercantils,0208,Barcelona Comarques,13,Barcelonès,08101,L'Hospitalet de Llobregat,CFPS    SAE0,Laboratori clínic i biomèdic,Matí i tarda,1,1,33,31
2023/2024,08038673,Dolmen,2,Privat,26,Societats Mercantils,0208,Barcelona Comarques,13,Barcelonès,08101,L'Hospitalet de Llobregat,CFPS    AGB0,Administració i finances,Matí i tarda,2,1,33,8
2023/2024,08038673,Dolmen,2,Privat,26,Societats Mercantils,0208,Barcelona Comarques,13,Barcelonès,08101,L'Hospitalet de Llobregat,CFPS    AGB0,Administració i finances,Matí i tarda,1,1,33,28
2023/2024,08037668,Ramar 2,2,Privat,26,Societats Mercantils,0408,Vallès Occidental,40,Vallès Occidental,08187,Sabadell,CFPS    CMD0,Màrqueting i publicitat,Matí i tarda,2,1,33,5
2023/2024,08037668,Ramar 2,2,Privat,26,Societats Mercantils,0408,Vallès Occidental,40,Vallès Occidental,08187,Sabadell,CFPS    CMD0,Màrqueting i publicitat,Matí i tarda,1,1,33,33
2023/2024,08037668,Ramar 2,2,Privat,26,Societats Mercantils,0408,Vallès Occidental,40,Vallès Occidental,08187,Sabadell,CFPS    AGB0,Administració i finances,Matí i tarda,2,1,33,1
2023/2024,08037668,Ramar 2,2,Privat,26,Societats Mercantils,0408,Vallès Occidental,40,Vallès Occidental,08187,Sabadell,CFPS    AGB0,Administració i finances,Matí i tarda,1,1,33,32
2023/2024,08037668,Ramar 2,2,Privat,26,Societats Mercantils,0408,Vallès Occidental,40,Vallès Occidental,08187,Sabadell,CFPS    AEA0,Ensenyament i animació socioesportiva,Matí i tarda,2,1,33,14
2023/2024,08037668,Ramar 2,2,Privat,26,Societats Mercantils,0408,Vallès Occidental,40,Vallès Occidental,08187,Sabadell,CFPS    AEA0,Ensenyament i animació socioesportiva,Matí i tarda,1,1,33,33
2023/2024,08037589,Villar,2,Privat,26,Societats Mercantils,0108,Consorci d'Educació de Barcelona,13,Barcelonès,08019,Barcelona,CFPS    ISD0,Producció d'audiovisuals i espectacles,Matí i tarda,2,2,66,18
2023/2024,08037589,Villar,2,Privat,26,Societats Mercantils,0108,Consorci d'Educació de Barcelona,13,Barcelonès,08019,Barcelona,CFPS    ISD0,Producció d'audiovisuals i espectacles,Matí i tarda,1,1,33,33
2023/2024,08037589,Villar,2,Privat,26,Societats Mercantils,0108,Consorci d'Educació de Barcelona,13,Barcelonès,08019,Barcelona,CFPS    ISC0,So per a audiovisuals i espectacles,Matí i tarda,2,2,66,15
2023/2024,08037589,Villar,2,Privat,26,Societats Mercantils,0108,Consorci d'Educació de Barcelona,13,Barcelonès,08019,Barcelona,CFPS    ISC0,So per a audiovisuals i espectacles,Matí i tarda,1,2,66,61
2023/2024,08037589,Villar,2,Privat,26,Societats Mercantils,0108,Consorci d'Educació de Barcelona,13,Barcelonès,08019,Barcelona,CFPS    ISA0,Realització de projectes d'audiovisuals i espectacles,Matí i tarda,1,1,33,33
2023/2024,08037395,Monlau,2,Privat,26,Societats Mercantils,0108,Consorci d'Educació de Barcelona,13,Barcelonès,08019,Barcelona,CFPS    TMA0,Automoció,Tarda,2,3,99,7
2023/2024,08037395,Monlau,2,Privat,26,Societats Mercantils,0108,Consorci d'Educació de Barcelona,13,Barcelonès,08019,Barcelona,CFPS    TMA0,Automoció,Tarda,1,3,99,99
2023/2024,08037395,Monlau,2,Privat,26,Societats Mercantils,0108,Consorci d'Educació de Barcelona,13,Barcelonès,08019,Barcelona,CFPS    TMA0,Automoció,Matí,2,3,99,1
2023/2024,08037395,Monlau,2,Privat,26,Societats Mercantils,0108,Consorci d'Educació de Barcelona,13,Barcelonès,08019,Barcelona,CFPS    TMA0,Automoció,Matí,1,3,99,99
2023/2024,08037395,Monlau,2,Privat,26,Societats Mercantils,0108,Consorci d'Educació de Barcelona,13,Barcelonès,08019,Barcelona,CFPS    CMD0,Màrqueting i publicitat,Matí i tarda,2,2,66,4
2023/2024,08037395,Monlau,2,Privat,26,Societats Mercantils,0108,Consorci d'Educació de Barcelona,13,Barcelonès,08019,Barcelona,CFPS    CMD0,Màrqueting i publicitat,Matí i tarda,1,2,66,66
2023/2024,08037346,Santapau-Pifma,2,Privat,26,Societats Mercantils,0108,Consorci d'Educació de Barcelona,13,Barcelonès,08019,Barcelona,CFPS    SCB0,Educació infantil,Tarda,2,1,33,10
2023/2024,08037346,Santapau-Pifma,2,Privat,26,Societats Mercantils,0108,Consorci d'Educació de Barcelona,13,Barcelonès,08019,Barcelona,CFPS    SCB0,Educació infantil,Tarda,1,1,33,28
2023/2024,08037346,Santapau-Pifma,2,Privat,26,Societats Mercantils,0108,Consorci d'Educació de Barcelona,13,Barcelonès,08019,Barcelona,CFPS    EEB0,Automatització i robòtica industrial,Tarda,2,1,33,16
2023/2024,08037346,Santapau-Pifma,2,Privat,26,Societats Mercantils,0108,Consorci d'Educació de Barcelona,13,Barcelonès,08019,Barcelona,CFPS    EEB0,Automatització i robòtica industrial,Tarda,1,1,33,30
2023/2024,08037346,Santapau-Pifma,2,Privat,26,Societats Mercantils,0108,Consorci d'Educació de Barcelona,13,Barcelonès,08019,Barcelona,CFPS    AGB0,Administració i finances,Tarda,2,1,33,8
2023/2024,08037346,Santapau-Pifma,2,Privat,26,Societats Mercantils,0108,Consorci d'Educació de Barcelona,13,Barcelonès,08019,Barcelona,CFPS    AGB0,Administració i finances,Tarda,1,1,33,29
2023/2024,08037206,Institut Lluís Companys,1,Públic,01,Departament d'Educació,0408,Vallès Occidental,40,Vallès Occidental,08180,Ripollet,CFPS    SCC0,Integració social,Tarda,2,1,33,2
2023/2024,08037206,Institut Lluís Companys,1,Públic,01,Departament d'Educació,0408,Vallès Occidental,40,Vallès Occidental,08180,Ripollet,CFPS    SCC0,Integració social,Tarda,1,1,33,32
2023/2024,08037206,Institut Lluís Companys,1,Públic,01,Departament d'Educació,0408,Vallès Occidental,40,Vallès Occidental,08180,Ripollet,CFPS    SCB0,Educació infantil,Tarda,2,1,33,6
2023/2024,08037206,Institut Lluís Companys,1,Públic,01,Departament d'Educació,0408,Vallès Occidental,40,Vallès Occidental,08180,Ripollet,CFPS    SCB0,Educació infantil,Tarda,1,1,33,32
2023/2024,08037176,Institut La Bastida,1,Públic,01,Departament d'Educació,0208,Barcelona Comarques,13,Barcelonès,08245,Santa Coloma de Gramenet,CFPS    SCE0,Mediació comunicativa,Tarda,1,1,33,33
2023/2024,08037176,Institut La Bastida,1,Públic,01,Departament d'Educació,0208,Barcelona Comarques,13,Barcelonès,08245,Santa Coloma de Gramenet,CFPS    SCC0,Integració social,Tarda,2,1,33,9
2023/2024,08037176,Institut La Bastida,1,Públic,01,Departament d'Educació,0208,Barcelona Comarques,13,Barcelonès,08245,Santa Coloma de Gramenet,CFPS    SCC0,Integració social,Tarda,1,1,33,33
2023/2024,08037176,Institut La Bastida,1,Públic,01,Departament d'Educació,0208,Barcelona Comarques,13,Barcelonès,08245,Santa Coloma de Gramenet,CFPS    SCC0,Integració social,Matí,2,1,33,5
2023/2024,08037176,Institut La Bastida,1,Públic,01,Departament d'Educació,0208,Barcelona Comarques,13,Barcelonès,08245,Santa Coloma de Gramenet,CFPS    SCC0,Integració social,Matí,1,1,33,32
2023/2024,08037176,Institut La Bastida,1,Públic,01,Departament d'Educació,0208,Barcelona Comarques,13,Barcelonès,08245,Santa Coloma de Gramenet,CFPS    SCB0,Educació infantil,Tarda,2,1,33,5
2023/2024,08037176,Institut La Bastida,1,Públic,01,Departament d'Educació,0208,Barcelona Comarques,13,Barcelonès,08245,Santa Coloma de Gramenet,CFPS    SCB0,Educació infantil,Tarda,1,1,33,31
2023/2024,08037176,Institut La Bastida,1,Públic,01,Departament d'Educació,0208,Barcelona Comarques,13,Barcelonès,08245,Santa Coloma de Gramenet,CFPS    SCB0,Educació infantil,Matí,2,1,33,0
2023/2024,08037176,Institut La Bastida,1,Públic,01,Departament d'Educació,0208,Barcelona Comarques,13,Barcelonès,08245,Santa Coloma de Gramenet,CFPS    SCB0,Educació infantil,Matí,1,1,33,31
2023/2024,08037176,Institut La Bastida,1,Públic,01,Departament d'Educació,0208,Barcelona Comarques,13,Barcelonès,08245,Santa Coloma de Gramenet,CFPS    AEB0,Condicionament físic,Matí,2,1,33,8
2023/2024,08037176,Institut La Bastida,1,Públic,01,Departament d'Educació,0208,Barcelona Comarques,13,Barcelonès,08245,Santa Coloma de Gramenet,CFPS    AEB0,Condicionament físic,Matí,1,1,33,32
2023/2024,08037176,Institut La Bastida,1,Públic,01,Departament d'Educació,0208,Barcelona Comarques,13,Barcelonès,08245,Santa Coloma de Gramenet,CFPS    AEA0,Ensenyament i animació socioesportiva,Tarda,2,1,33,25
2023/2024,08037176,Institut La Bastida,1,Públic,01,Departament d'Educació,0208,Barcelona Comarques,13,Barcelonès,08245,Santa Coloma de Gramenet,CFPS    AEA0,Ensenyament i animació socioesportiva,Matí,1,1,33,33
2023/2024,08037152,Institut Joan Oró,1,Públic,01,Departament d'Educació,0308,Baix Llobregat,11,Baix Llobregat,08114,Martorell,CFPS    TMA0,Automoció,Tarda,2,1,33,13
2023/2024,08037152,Institut Joan Oró,1,Públic,01,Departament d'Educació,0308,Baix Llobregat,11,Baix Llobregat,08114,Martorell,CFPS    TMA0,Automoció,Tarda,1,1,33,27
2023/2024,08037152,Institut Joan Oró,1,Públic,01,Departament d'Educació,0308,Baix Llobregat,11,Baix Llobregat,08114,Martorell,CFPS    SAD0,Documentació i administració sanitària,Tarda,2,1,33,10
2023/2024,08037152,Institut Joan Oró,1,Públic,01,Departament d'Educació,0308,Baix Llobregat,11,Baix Llobregat,08114,Martorell,CFPS    SAD0,Documentació i administració sanitària,Tarda,1,1,33,31
2023/2024,08037152,Institut Joan Oró,1,Públic,01,Departament d'Educació,0308,Baix Llobregat,11,Baix Llobregat,08114,Martorell,CFPS    QUD0,Laboratori d'anàlisi i control de qualitat,Tarda,2,1,30,2
2023/2024,08037152,Institut Joan Oró,1,Públic,01,Departament d'Educació,0308,Baix Llobregat,11,Baix Llobregat,08114,Martorell,CFPS    QUD0,Laboratori d'anàlisi i control de qualitat,Tarda,1,1,30,25
2023/2024,08037152,Institut Joan Oró,1,Públic,01,Departament d'Educació,0308,Baix Llobregat,11,Baix Llobregat,08114,Martorell,CFPS    CMD0,Màrqueting i publicitat,Tarda,2,1,33,0
2023/2024,08037152,Institut Joan Oró,1,Públic,01,Departament d'Educació,0308,Baix Llobregat,11,Baix Llobregat,08114,Martorell,CFPS    CMD0,Màrqueting i publicitat,Tarda,1,1,33,29
2023/2024,08037152,Institut Joan Oró,1,Públic,01,Departament d'Educació,0308,Baix Llobregat,11,Baix Llobregat,08114,Martorell,CFPS    CMB0,Comerç internacional,Tarda,2,1,33,18
2023/2024,08037152,Institut Joan Oró,1,Públic,01,Departament d'Educació,0308,Baix Llobregat,11,Baix Llobregat,08114,Martorell,CFPS    CMB0,Comerç internacional,Tarda,1,1,33,31
2023/2024,08036871,Centre d'Estudis Catalunya,2,Privat,26,Societats Mercantils,0108,Consorci d'Educació de Barcelona,13,Barcelonès,08019,Barcelona,CFPS    SAD0,Documentació i administració sanitària,Matí i tarda,2,1,33,18
2023/2024,08036871,Centre d'Estudis Catalunya,2,Privat,26,Societats Mercantils,0108,Consorci d'Educació de Barcelona,13,Barcelonès,08019,Barcelona,CFPS    SAD0,Documentació i administració sanitària,Matí i tarda,1,1,33,31
2023/2024,08036871,Centre d'Estudis Catalunya,2,Privat,26,Societats Mercantils,0108,Consorci d'Educació de Barcelona,13,Barcelonès,08019,Barcelona,CFPS    1651,Dietètica,Matí i tarda,2,1,33,15
2023/2024,08036871,Centre d'Estudis Catalunya,2,Privat,26,Societats Mercantils,0108,Consorci d'Educació de Barcelona,13,Barcelonès,08019,Barcelona,CFPS    1651,Dietètica,Matí i tarda,1,1,33,33
2023/2024,08036755,Solc Nou,2,Privat,22,Fundacions,0108,Consorci d'Educació de Barcelona,13,Barcelonès,08019,Barcelona,CFPS    SCB0,Educació infantil,Matí i tarda,2,2,66,26
2023/2024,08036755,Solc Nou,2,Privat,22,Fundacions,0108,Consorci d'Educació de Barcelona,13,Barcelonès,08019,Barcelona,CFPS    SCB0,Educació infantil,Matí i tarda,1,2,66,66
2023/2024,08036330,Institut J.V. Foix,1,Públic,01,Departament d'Educació,0408,Vallès Occidental,40,Vallès Occidental,08184,Rubí,CFPS    TMA0,Automoció,Tarda,2,1,33,15
2023/2024,08036330,Institut J.V. Foix,1,Públic,01,Departament d'Educació,0408,Vallès Occidental,40,Vallès Occidental,08184,Rubí,CFPS    TMA0,Automoció,Tarda,1,1,33,30
2023/2024,08036330,Institut J.V. Foix,1,Públic,01,Departament d'Educació,0408,Vallès Occidental,40,Vallès Occidental,08184,Rubí,CFPS    EEB0,Automatització i robòtica industrial,Tarda,2,1,33,12
2023/2024,08036330,Institut J.V. Foix,1,Públic,01,Departament d'Educació,0408,Vallès Occidental,40,Vallès Occidental,08184,Rubí,CFPS    EEB0,Automatització i robòtica industrial,Tarda,1,1,33,30
2023/2024,08035805,Jaume Viladoms,2,Privat,26,Societats Mercantils,0408,Vallès Occidental,40,Vallès Occidental,08187,Sabadell,CFPS    SCB0,Educació infantil,Matí i tarda,2,1,33,0
2023/2024,08035805,Jaume Viladoms,2,Privat,26,Societats Mercantils,0408,Vallès Occidental,40,Vallès Occidental,08187,Sabadell,CFPS    SCB0,Educació infantil,Matí,1,1,33,33
